Popularity,Song,URL,Year,lyrics
1,All I Want For Christmas Is You [So So Def Remix],http://www.metrolyrics.com/all-i-want-for-christmas-is-you-so-so-def-remix-lyrics-mariah-carey.html,2015,"I don't want a lot for Christmas There is just one thing I need I don't care about the presents Underneath the Christmas tree I just want you for my own More than you could ever know Make my wish come true oh All I want for Christmas is you I don't want a lot for Christmas There is just one thing I need, and I Don't care about the presents Underneath the Christmas tree I don't need to hang my stocking There upon the fireplace Santa Claus won't make me happy With a toy on Christmas day I just want you for my own More than you could ever know Make my wish come true All I want for Christmas is you I won't ask for much this Christmas I won't even wish for snow, and I I'm just gonna keep on waiting Underneath the mistletoe I won't make a list and send it To the North Pole for Saint Nick I won't even stay awake To hear those magic reindeer click 'Cause I just want you here tonight Holding on to me so tight What more can I do Oh, Baby all I want for Christmas is you All the lights are shining So brightly everywhere And the sound of childrens' Laughter fills the air And everyone is singing I hear those sleigh bells ringing Santa won't you bring me The one I really need Won't you please bring my baby to me quickly I don't want a lot for Christmas This is all I'm asking for I just wanna see my baby Standing right outside my door I just want you for my own More than you could ever know Make my wish come true Baby all I want for Christmas is you All I want for Christmas is you, baby All I want for Christmas is you, baby All I want for Christmas is you, baby All I want for Christmas is you, baby All I want for Christmas is you, baby..."
0,All I Want Forr Christmas is You,http://www.metrolyrics.com/all-i-want-forr-christmas-is-you-lyrics-mariah-carey.html,2006,"I don't want a lot for Christmas There is just one thing I need I don't care about the presents Underneath the Christmas tree I just want you for my own More than you could ever know Make my wish come true All I want for Christmas is you I don't want a lot for Christmas There is just one thing I need And I don't care about the presents Underneath the Christmas tree I don't need to hang my stocking There upon the fireplace Santa Claus won't make me happy With a toy on Christmas day I just want you for my own More than you could ever know Make my wish come true All I want for Christmas is you I won't ask for much this Christmas I won't even wish for snow And I, I just wanna keep on waiting Underneath the mistletoe I won't make a list and send it To the North Pole for St. Nick I won't even stay awake To hear those magic reindeer click Cause I just want you here tonight Holding onto me so tight What more can I do Oh baby, all I want for Christmas is you All the lights are shining So brightly everywhere And the sound of childrens' Laughter fills the air And everyone is singing I hear those sleigh bells ringing Santa won't you bring me The one I really need Won't you please bring my baby to me, quickly I don't want a lot for Christmas This is all I'm asking for I just wanna see my baby Standing right outside my door I just want you for my own More than you could ever know Make my wish come true Oh Baby, all I want for Christmas is you All I want for Christmas is you, baby"
0,All I've Ever Wanted,http://www.metrolyrics.com/all-ive-ever-wanted-lyrics-mariah-carey.html,2006,"If you only knew What I feel for you If you only lived for me The way I live for you than I'd be in heaven and all of, My dreams would come true 'Cause all I've ever wanted Is you And you alone And I love you so More than you could ever know All I've ever wanted Is you If you were my own To caress and hold I would shower you with love And drown within your soul 'Cause I live and breathe for you And I really need you to know That all I've ever wanted Is you And you alone And I love you so More than you could ever know All I've ever wanted Is you Everything I do is for you And you are every part of me And I don't want to face Another day Alone Without your love 'Cause all I've ever wanted Is you And you alone And I love you so More than you could ever know All I've ever wanted Is you"
0,All In Your Mind,http://www.metrolyrics.com/all-in-your-mind-lyrics-mariah-carey.html,2006,"Come closer, you seem so far away There is something I know you need to say I feel your emotions when I look in your eyes Your silence whispering misunderstandings There's so much you need to realize You'll feel my emotions if you look in my eyes Hey darlin', I know you think my love is slipping away But baby, it's all in your mind, yes Don't worry, hold on tight and hear me when I say Baby, it's all in your mind Believe me, I believe in you There's nothing this feeling couldn't do Move closer my darling, feel the love in my eyes, yes Hey darlin', I know you think my love is slipping away But baby, it's all in your mind, yes Don't worry, hold on tight and hear me when I say Baby, it's all in your mind I know, know feel my love in you mind Hey darlin', I know you think my love is slipping away But baby, it's all in your mind, yes So don't worry, hold on tight and hear me when I say Baby, it's all in your mind Baby, it's all in your mind Baby, it's all in your mind Baby, it's all in your mind Baby, it's all in your mind Baby, it's all in your mind Baby, it's all in your mind Baby, it's all in your mind Baby, it's all in your mind Baby, it's all in your mind Baby, it's all in your mind"
0,All My Life,http://www.metrolyrics.com/all-my-life-lyrics-mariah-carey.html,2006,"I've been waiting for someone to come into my life Who would bring me joy and give me pleasure I have taken chances on romances once or twice And I found that in my heart it's you I treasure You and only you can make me feel the way I do You and only you can make it better You and only you can do the freaky things you do And I'm so into you and that's forever and ever All my life, my love's been waiting for you, for you All my life, my heart's been waiting too All my life, all my life All my life, all my life All my life, all my life All my life, all my life I've been wishing on a star, I've been praying on my knees I've got some sly and sexy tricks to show you Most of all I'll give you anything boy that you need To keep you right here by my side I know you, I'll show you You and only you can make me feel the way I do You and only you can make it better You and only you can do the freaky things you do And I'm so into you and that's forever and ever All my life, my love's been waiting for you All my life, my heart's been waiting too Don't you know I need you and adore you All my life I'll give to only you All my life, all my life All my life, all my life All my life, all my life All my life, all my life All my life, all my life All my life, all my life All my life, all my life All my life, all my life I have taken chances on romances once or twice I have taken chances on romances once or twice I have taken chances on romances once or twice I have taken chances on romances once or twice I have taken chances on romances once or twice I have taken chances on romances once or twice I have taken chances on romances once or twice I have taken chances on romances once or twice I have taken chances on romances once or twice But I found in you my treasures"
2,Almost Home,http://www.metrolyrics.com/almost-home-lyrics-mariah-carey.html,2013,"Hey, hey... You're almost home You're almost home You're almost home I've seen the light in the sky In the skies are like fireflies Burning bright, just to vanish in the dark I've held hope in my two hands That there would be another chance To find the kingdom, I'm believing in my heart 'Cause underneath the good there's something greater than you know When you're almost there And you're almost home Just open up your eyes and go, go When you're almost there Almost home Know you're not alone You're almost home When you run, run so far You've forgotten who you are Where you're from, it's like some other universe You count your steps, like they're regrets You catch one breath then lose the rest Wrong is right, right is left And there's nowhere left to turn So don't believe in everything You think, you think you know When you're almost there And you're almost home Just open up your eyes and go, go When you're almost there Almost home Know you're not alone You're almost home Oh, oh, home When you let your heart be the compass You won't get lost, not if you trust it When you hear the sound of the trumpet Louder than ever before Uuuhhh When you're almost there Almost home Just open up your eyes and go, go 'Cause you're almost there Almost home Know you're not alone You're almost home Oh, oh, oh Oh, oh, oh Oh, oh, oh When you're almost there Almost home Just open up your eyes and go, go Almost there You're almost home Know you're not alone You're almost home Ooohh, ooohh, ooohhhl, oh Oh, oh, oh"
0,Alone in Love,http://www.metrolyrics.com/alone-in-love-lyrics-mariah-carey.html,2006,"Hooo Mh Swept me away But now I'm lost in the dark Set me on fire But now I'm left with a spark Alone, you got beyond the haze and I'm lost inside the maze I guess I'm all alone in love I look into your eyes You turn the other way And now I realize It's all a game you play I hold you in the night And wake to find you gone You're running out of sight It's so hard holding on All alone in love Swept me away But now I'm lost in the dark Set me on fire But now I'm left with a spark Alone, you got beyond the haze and I'm lost inside the maze I guess I'm all alone in love You haunt me in my dreams I'm calling out your name (Calling out your name) I watch you fade away (You know your love is not the same) I've figured out your style To quickly drift apart (To quickly drift apart) You held me for a while Planned it from the start All alone in love Sitting in the dark without you How am I supposed to make it Through the night (How am I supposed to make it) (Through the night) (How am I supposed to make it) Slowly fall apart without you Cry away the hours Till the morning light Swept me away But now I'm lost in the dark Set me on fire But now I'm left with a spark Alone, you got beyond the haze and I'm lost inside the maze I guess I'm all alone in love"
6,Always Be My Baby,http://www.metrolyrics.com/always-be-my-baby-lyrics-mariah-carey.html,2009,"iOh ah ah yeah Do do doop Do do doop do doop da dum Do do doop Do do doop do doop da dum Do do doop Do do doop do doop da dum Do do doop Do do doop do doop da dum We were as one, babe For a moment in time And it seemed everlasting That you would always be mine Now you want to be free So I'm letting you fly 'Cause I know in my heart babe Our love will never die No You'll always be a part of me I'm part of you indefinitely Boy don't you know you can't escape me Ooh darling cause you'll always be my baby And we'll linger on (Ohhh) Time can't erase a feeling this strong (No no no no) No way you're never gonna shake me Ooh darlin' cause you'll always be my baby Do do doop Do do doop do doop da dum Do do doop Do do doop do doop da dum I ain't gonna cry, no And I won't beg you to stay If you're determined to leave boy I will not stand in your way But inevitably you'll be back again 'Cause you know in your heart, babe Our love will never end, no You'll always be apart of me I'm part of you indefinitely Boy don't you know you can't escape me Ooh darlin' cause you'll always be my baby (Ohhh yeah) And we'll linger on Time can't erase a feeling this strong No way you're never gonna shake me Ooh darlin cause you'll always be my baby I know that you'll be back boy When your days and your nights get a little bit colder ohhh (I know that) You'll be right back, baby Oh baby believe me it's only a matter of time (Time) You'll always be apart of me (Oh) I'm part of you indefinitely (Ho) Boy don't you know you can't escape me (Yeah) Ooh darlin' 'cause you'll always be my baby And we'll linger on Time can't erase a feeling this strong No way you're never gonna shake me (Ooh baby) Ooh darlin cause you'll always be my baby You'll always be apart of me (Oh) I'm part of you indefinitely (Ho) Boy don't you know you can't escape me (Yeah) Ooh darlin' 'cause you'll always be my baby (Never, no, no) And we'll linger on (You and I will always be) Time can't erase a feeling this strong (You and I) No way you're never gonna shake me (You and I) Ooh darlin cause you'll always be my baby (You and I) Do do doop (You and I will always be) Do do doop do doop da dum (No way you're never gonna change me) Do do doop (No way you're never gonna stray me) Do do doop do doop da dum Do do doop (You and I will always be) Do do doop do doop da dum"
0,And You Don't Remember,http://www.metrolyrics.com/and-you-dont-remember-lyrics-mariah-carey.html,2006,Mah baby Hey Hm Shattered dreams Cut through my mind Tragically our love has died Memories confine my head Bitterly I face the end Trustingly I gave myself to you I let you inside Believing your lies And you don't remember Every time you told me You were mine for ever For eternity Uhhuh And you don't remember How you used to hold me How we'd melt together How you needed me How we used to be In love Stranded here In notingness With only tears And lonliness Foolishly I gave my soul to you I let you inside Believing your lies And you don't remember Every time you told me You were mine for ever For eternity Uhhuh And you don't remember How you used to hold me How we'd melt together How you needed me How we used to be In love Helplessly I fell so deep I was so naive To let you in Why did I let you in To my heart (And you don't remember) No (Anything you told me) Anything that you told me (You were mine forever) You were mine forever For eternity Yes you will And you don't remember (And you don't remember) How you used to hold me How we'd melt together Together How you needed me How we used to be In love Hoooa
6,Angels Cry,http://www.metrolyrics.com/angels-cry-lyrics-mariah-carey.html,2009,"I shouldn't have walked away I would've stayed if you said we could've made everything okay but we just through the blame back and forth. We treated love like a sport the final blow hit so low I'm still on the ground. I couldn't have prepared myself for this fall. Shattered in pieces curled on the floor. Supernatural love conqueres. Remember we used to touch the sky. And lightning don't strike. The same place twice. When you and I Said goodbye I felt the angels cry. Cause true loves a gift. But we let it drift In the storm. Every night I feel the angels cry. Come on babe can our love be revived. Bring it back and we gon' make it right. I'm on the edge just trying to survive. As the angels cry. Limitless omnipresent kind of love Couldn't have guessed it, would just stop And disappear, in a world where Here I am Walking on this narrow road. Wobbling but won't let go. Waiting for a glimpse of the suns glow. I know I can stand just pull me back up. Like there aint a hurricane its just us. I'm willing to live and die for our love. Baby we can get back that shine. And lightning don't strike. The same place twice. When you and I Said goodbye I felt the angels cry. Cause true loves a gift. But we let it drift In the storm. Every night I feel the angels cry. Come on babe can our love be revived. Bring it back and we gon' make it right. I'm on the edge just trying to survive. As the angels cry. Baby I'm missin' you Don't allow love to lose We gotta ride it through I'm reaching for you Baby I'm missin' you Don't allow love to lose We gotta ride it through I'm reaching for you And lightning don't strike. The same place twice. When you and I Said goodbye I felt the angels cry. Cause true loves a gift. But we let it drift In the storm. Every night I feel the angels cry."
4,Anytime You Need A Friend,http://www.metrolyrics.com/anytime-you-need-a-friend-lyrics-mariah-carey.html,2009,If you're lonely And need a friend And troubles seem like They never end Just remember to keep the faith And love will be there to light the way Anytime you need a friend I will be here You'll never be alone again So don't you fear Even if you're miles away I'm by your side So don't you ever be lonely Love will make it alright When the shadows are closing in And your spirit diminishing Just remember you're not alone And love will be there To guide you home Anytime you need a friend I will be here You'll never be alone again So don't you fear Even if you're miles away I'm by your side So don't you ever be lonely Love will make it alright If you just believe in me I will love you endlessly Take my hand Take me into your heart I'll be there forever baby I won't let go I'll never let go Anytime you need a friend I will be here You'll never be alone again So don't you fear Even if you're miles away I'm by your side So don't you ever be lonely It's alright It's alright
5,Auld Lang Syne,http://www.metrolyrics.com/auld-lang-syne-lyrics-mariah-carey.html,2010,"Should old acquaintance be forgot And never brought to mind? Should old acquaintance be forgot And auld lang syne? For auld lang syne, my dear For auld lang syne We'll take a cup of kindness yet For auld lang syne, for auld lang syne 10, 9, 8, 7, 6, 5, 4, 3, 2, 1 Old acquaintance be forgot And never brought to mind? Should old acquaintance be forgot Eh, eh, auld lang syne? For auld lang syne, my dear For auld lang syne We'll take a cup of kindness yet For auld lang syne For auld lang syne, my dear For auld lang syne We'll take a cup of kindness yet For auld lang syne Eh, oh, yeah, aye Eh, hey, Happy New Yeah, baby Aye, oh, 5, 4, 3, 2! Should old acquaintance be forgot And never brought to mind? Should old acquaintance be forgot? Eh, eh, auld land syne Does anybody really know the words? Might as well sing along Happy New Year, baby, oh Happy New Year, baby Should old acquaintance be forgot And never brought to mind? Should old acquaintance be forgot Eh, eh, auld land syne? Happy New Year to you and your friends And have a great party Happy New Year to you too And have a great party 10, 9, 8, 7, 6, 5, 4, 3, 2, 1! Happy New Yea"
0,Auld Lang Syne (The New Year's Anthem),http://www.metrolyrics.com/auld-lang-syne-the-new-years-anthem-lyrics-mariah-carey.html,2015,"Should old acquaintance be forgot And never brought to mind? Should old acquaintance be forgot And auld lang syne? For auld lang syne, my dear For auld lang syne We'll take a cup of kindness yet For auld lang syne, for auld lang syne 10, 9, 8, 7, 6, 5, 4, 3, 2, 1 Old acquaintance be forgot And never brought to mind? Should old acquaintance be forgot Eh, eh, auld lang syne? For auld lang syne, my dear For auld lang syne We'll take a cup of kindness yet For auld lang syne For auld lang syne, my dear For auld lang syne We'll take a cup of kindness yet For auld lang syne Eh, oh, yeah, aye Eh, hey, Happy New Yeah, baby Aye, oh, 5, 4, 3, 2! Should old acquaintance be forgot And never brought to mind? Should old acquaintance be forgot? Eh, eh, auld land syne Does anybody really know the words? Might as well sing along Happy New Year, baby, oh Happy New Year, baby Should old acquaintance be forgot And never brought to mind? Should old acquaintance be forgot Eh, eh, auld land syne? Happy New Year to you and your friends And have a great party Happy New Year to you too And have a great party 10, 9, 8, 7, 6, 5, 4, 3, 2, 1! Happy New Yea"
0,Baby Doll,http://www.metrolyrics.com/baby-doll-lyrics-mariah-carey.html,2006,
